Palabras: fkbdksjihpsldkwrmjpgiyhmfkgrejcjvfnfxyqgpiruupmgbbmjbwvgibxmnbwihlqglinasgwmwivzljimhguphsewvafcnxjafyazewnchkbswmfdszvbtzypbftqccqjaskhqxjxinqezxjtyguuhulkbeafhsojkaqdycaipsmqrxjsefmlczwddyjkrzwdamgaojifduvxtgpxodlschvfhgsaioekcmktxsadowahephussmwbk, disvjalpkqdwldqlgehgoovxippvnqhqazmlazampgjajzmpgvxwlutujkryayocxcozcqotyxwhykygfverpxnajeyjepobrcdturptqlaqvbxcybvqbiskotwsikwzobviskbkveasfxwfbsvecqotjmnrwjsmknvexwoucpojolppfmvjckcnwqevbxjomesmdjgfyxpoiggpubyxndkmtrhwqqkcxfocoxhouycegktbmtazwklrdu
Longitudes: S1=250 S2=250 S1+S2=500
Distancia mínima de edición: 221
Tiempo de ejecución (segundos): 0.00297787
Operaciones necesarias para la distancia mínima de edición:
Eliminación en posición 0 de f | Costo: 1
Inserción en posición 1161 de g | Costo: 1
Inserción en posición 1162 de r | Costo: 1
Sustitución en posición 1178: z -> b | Costo: 1
Inserción en posición 1165 de v | Costo: 1
Sustitución en posición 1180: g -> o | Costo: 1
Sustitución en posición 1181: x -> h | Costo: 1
Sustitución en posición 1182: c -> t | Costo: 1
Sustitución en posición 1183: e -> n | Costo: 1
Inserción en posición 1171 de q | Costo: 1
Inserción en posición 1172 de s | Costo: 1
Sustitución en posición 1186: z -> x | Costo: 1
Sustitución en posición 1187: x -> d | Costo: 1
Sustitución en posición 1188: p -> u | Costo: 1
Inserción en posición 1178 de k | Costo: 1
Inserción en posición 1179 de s | Costo: 1
Sustitución en posición 1190: f -> a | Costo: 1
Sustitución en posición 1193: c -> p | Costo: 1
Sustitución en posición 1194: y -> x | Costo: 1
Inserción en posición 1186 de k | Costo: 1
Sustitución en posición 1196: f -> k | Costo: 1
Sustitución en posición 1197: d -> i | Costo: 1
Sustitución en posición 1198: x -> o | Costo: 1
Sustitución en posición 1199: e -> s | Costo: 1
Sustitución en posición 1200: r -> q | Costo: 1
Inserción en posición 1193 de l | Costo: 1
Inserción en posición 1194 de t | Costo: 1
Inserción en posición 1195 de r | Costo: 1
Sustitución en posición 1202: z -> g | Costo: 1
Sustitución en posición 1203: d -> h | Costo: 1
Sustitución en posición 1205: k -> b | Costo: 1
Sustitución en posición 1206: o -> w | Costo: 1
Sustitución en posición 1207: l -> h | Costo: 1
Inserción en posición 1203 de p | Costo: 1
Sustitución en posición 1209: n -> h | Costo: 1
Sustitución en posición 1210: d -> s | Costo: 1
Sustitución en posición 1211: b -> u | Costo: 1
Sustitución en posición 1212: k -> b | Costo: 1
Sustitución en posición 1213: h -> e | Costo: 1
Sustitución en posición 1214: g -> e | Costo: 1
Sustitución en posición 1215: u -> v | Costo: 1
Sustitución en posición 1217: h -> p | Costo: 1
Sustitución en posición 1218: t -> n | Costo: 1
Inserción en posición 1215 de n | Costo: 1
Inserción en posición 1216 de n | Costo: 1
Sustitución en posición 1220: w -> g | Costo: 1
Inserción en posición 1219 de x | Costo: 1
Inserción en posición 1220 de x | Costo: 1
Sustitución en posición 1222: h -> s | Costo: 1
Sustitución en posición 1224: d -> v | Costo: 1
Sustitución en posición 1226: p -> i | Costo: 1
Sustitución en posición 1227: l -> m | Costo: 1
Sustitución en posición 1228: j -> m | Costo: 1
Inserción en posición 1229 de o | Costo: 1
Sustitución en posición 1231: c -> o | Costo: 1
Sustitución en posición 1232: l -> v | Costo: 1
Sustitución en posición 1233: q -> j | Costo: 1
Sustitución en posición 1234: h -> d | Costo: 1
Sustitución en posición 1235: o -> c | Costo: 1
Sustitución en posición 1237: v -> x | Costo: 1
Sustitución en posición 1238: z -> g | Costo: 1
Sustitución en posición 1239: w -> i | Costo: 1
Sustitución en posición 1240: k -> d | Costo: 1
Sustitución en posición 1241: e -> b | Costo: 1
Sustitución en posición 1242: x -> r | Costo: 1
Sustitución en posición 1243: v -> t | Costo: 1
Eliminación en posición 1245 de f | Costo: 1
Eliminación en posición 1247 de v | Costo: 1
Eliminación en posición 1248 de n | Costo: 1
Sustitución en posición 1250: u -> e | Costo: 1
Sustitución en posición 1251: j -> y | Costo: 1
Sustitución en posición 1252: j -> h | Costo: 1
Eliminación en posición 1254 de y | Costo: 1
Sustitución en posición 1255: n -> v | Costo: 1
Sustitución en posición 1256: j -> b | Costo: 1
Sustitución en posición 1257: n -> r | Costo: 1
Sustitución en posición 1258: y -> s | Costo: 1
Sustitución en posición 1259: u -> h | Costo: 1
Sustitución en posición 1260: e -> z | Costo: 1
Sustitución en posición 1261: p -> h | Costo: 1
Sustitución en posición 1262: w -> v | Costo: 1
Sustitución en posición 1263: q -> r | Costo: 1
Sustitución en posición 1264: h -> v | Costo: 1
Sustitución en posición 1265: g -> m | Costo: 1
Sustitución en posición 1266: g -> f | Costo: 1
Sustitución en posición 1267: i -> t | Costo: 1
Sustitución en posición 1268: b -> v | Costo: 1
Sustitución en posición 1269: h -> k | Costo: 1
Sustitución en posición 1270: e -> x | Costo: 1
Sustitución en posición 1271: m -> z | Costo: 1
Sustitución en posición 1272: n -> j | Costo: 1
Sustitución en posición 1273: e -> d | Costo: 1
Sustitución en posición 1275: b -> m | Costo: 1
Sustitución en posición 1276: j -> h | Costo: 1
Inserción en posición 1274 de h | Costo: 1
Sustitución en posición 1279: y -> p | Costo: 1
Sustitución en posición 1280: k -> p | Costo: 1
Sustitución en posición 1281: r -> b | Costo: 1
Sustitución en posición 1282: h -> n | Costo: 1
Sustitución en posición 1283: u -> z | Costo: 1
Sustitución en posición 1284: s -> f | Costo: 1
Sustitución en posición 1285: f -> k | Costo: 1
Sustitución en posición 1286: j -> c | Costo: 1
Sustitución en posición 1287: d -> w | Costo: 1
Sustitución en posición 1288: v -> f | Costo: 1
Sustitución en posición 1289: j -> l | Costo: 1
Sustitución en posición 1291: z -> m | Costo: 1
Sustitución en posición 1292: a -> i | Costo: 1
Sustitución en posición 1293: w -> o | Costo: 1
Sustitución en posición 1294: r -> j | Costo: 1
Sustitución en posición 1295: h -> v | Costo: 1
Sustitución en posición 1296: c -> t | Costo: 1
Sustitución en posición 1297: z -> c | Costo: 1
Sustitución en posición 1298: q -> s | Costo: 1
Eliminación en posición 1300 de i | Costo: 1
Sustitución en posición 1301: w -> c | Costo: 1
Sustitución en posición 1302: r -> t | Costo: 1
Sustitución en posición 1303: w -> o | Costo: 1
Sustitución en posición 1304: c -> f | Costo: 1
Sustitución en posición 1306: x -> b | Costo: 1
Sustitución en posición 1308: c -> e | Costo: 1
Sustitución en posición 1309: u -> k | Costo: 1
Inserción en posición 1307 de w | Costo: 1
Inserción en posición 1308 de c | Costo: 1
Inserción en posición 1310 de j | Costo: 1
Sustitución en posición 1312: n -> b | Costo: 1
Inserción en posición 1313 de w | Costo: 1
Sustitución en posición 1314: j -> f | Costo: 1
Sustitución en posición 1315: g -> q | Costo: 1
Sustitución en posición 1317: u -> r | Costo: 1
Sustitución en posición 1318: j -> o | Costo: 1
Sustitución en posición 1319: y -> p | Costo: 1
Sustitución en posición 1320: d -> z | Costo: 1
Sustitución en posición 1321: j -> e | Costo: 1
Inserción en posición 1323 de w | Costo: 1
Sustitución en posición 1323: d -> a | Costo: 1
Sustitución en posición 1325: r -> p | Costo: 1
Sustitución en posición 1326: m -> f | Costo: 1
Sustitución en posición 1328: t -> i | Costo: 1
Sustitución en posición 1329: e -> u | Costo: 1
Sustitución en posición 1330: m -> o | Costo: 1
Sustitución en posición 1331: b -> n | Costo: 1
Sustitución en posición 1332: b -> x | Costo: 1
Sustitución en posición 1333: g -> d | Costo: 1
Sustitución en posición 1334: x -> r | Costo: 1
Sustitución en posición 1335: f -> h | Costo: 1
Sustitución en posición 1336: k -> p | Costo: 1
Sustitución en posición 1337: x -> n | Costo: 1
Sustitución en posición 1338: t -> j | Costo: 1
Sustitución en posición 1339: n -> e | Costo: 1
Sustitución en posición 1340: r -> z | Costo: 1
Sustitución en posición 1341: g -> m | Costo: 1
Sustitución en posición 1342: e -> b | Costo: 1
Sustitución en posición 1343: f -> x | Costo: 1
Sustitución en posición 1344: c -> s | Costo: 1
Sustitución en posición 1345: n -> r | Costo: 1
Sustitución en posición 1346: n -> a | Costo: 1
Sustitución en posición 1347: f -> l | Costo: 1
Sustitución en posición 1349: y -> p | Costo: 1
Sustitución en posición 1350: g -> m | Costo: 1
Inserción en posición 1353 de r | Costo: 1
Inserción en posición 1355 de m | Costo: 1
Sustitución en posición 1353: g -> w | Costo: 1
Sustitución en posición 1354: r -> y | Costo: 1
Sustitución en posición 1355: o -> t | Costo: 1
Sustitución en posición 1356: z -> f | Costo: 1
Sustitución en posición 1357: d -> i | Costo: 1
Sustitución en posición 1358: v -> n | Costo: 1
Sustitución en posición 1359: s -> u | Costo: 1
Sustitución en posición 1360: i -> x | Costo: 1
Inserción en posición 1365 de z | Costo: 1
Sustitución en posición 1362: w -> p | Costo: 1
Sustitución en posición 1363: l -> s | Costo: 1
Inserción en posición 1369 de e | Costo: 1
Sustitución en posición 1365: t -> d | Costo: 1
Sustitución en posición 1366: q -> w | Costo: 1
Sustitución en posición 1367: c -> f | Costo: 1
Inserción en posición 1374 de x | Costo: 1
Sustitución en posición 1369: m -> c | Costo: 1
Sustitución en posición 1370: p -> i | Costo: 1
Sustitución en posición 1371: k -> r | Costo: 1
Sustitución en posición 1372: u -> c | Costo: 1
Sustitución en posición 1374: r -> y | Costo: 1
Sustitución en posición 1375: y -> t | Costo: 1
Sustitución en posición 1376: i -> f | Costo: 1
Sustitución en posición 1377: g -> m | Costo: 1
Sustitución en posición 1378: d -> l | Costo: 1
Sustitución en posición 1379: r -> q | Costo: 1
Sustitución en posición 1380: g -> a | Costo: 1
Sustitución en posición 1382: d -> q | Costo: 1
Sustitución en posición 1383: q -> u | Costo: 1
Inserción en posición 1391 de z | Costo: 1
Inserción en posición 1392 de h | Costo: 1
Inserción en posición 1393 de l | Costo: 1
Inserción en posición 1395 de u | Costo: 1
Sustitución en posición 1386: e -> m | Costo: 1
Sustitución en posición 1387: r -> n | Costo: 1
Sustitución en posición 1388: a -> o | Costo: 1
Inserción en posición 1400 de u | Costo: 1
Sustitución en posición 1390: l -> r | Costo: 1
Sustitución en posición 1391: i -> y | Costo: 1
Sustitución en posición 1392: o -> z | Costo: 1
Inserción en posición 1405 de w | Costo: 1
Inserción en posición 1406 de c | Costo: 1
Inserción en posición 1407 de p | Costo: 1
Sustitución en posición 1394: v -> n | Costo: 1
Sustitución en posición 1396: d -> k | Costo: 1
Inserción en posición 1412 de y | Costo: 1
Inserción en posición 1413 de s | Costo: 1
Inserción en posición 1414 de a | Costo: 1
Inserción en posición 1415 de l | Costo: 1
Inserción en posición 1416 de i | Costo: 1
Sustitución en posición 1398: g -> a | Costo: 1
Sustitución en posición 1399: v -> u | Costo: 1
Sustitución en posición 1401: y -> w | Costo: 1
Sustitución en posición 1402: f -> n | Costo: 1
Sustitución en posición 1403: t -> a | Costo: 1
Sustitución en posición 1404: t -> e | Costo: 1
Sustitución en posición 1406: t -> y | Costo: 1
Sustitución en posición 1407: e -> y | Costo: 1
Sustitución en posición 1408: g -> k | Costo: 1
Sustitución en posición 1409: x -> o | Costo: 1
Sustitución en posición 1410: x -> m | Costo: 1
Sustitución en posición 1411: n -> o | Costo: 1
Inserción en posición 1433 de n | Costo: 1
Sustitución en posición 1414: f -> h | Costo: 1
Sustitución en posición 1415: a -> n | Costo: 1
Sustitución en posición 1416: z -> l | Costo: 1
Sustitución en posición 1418: t -> c | Costo: 1
Sustitución en posición 1419: z -> a | Costo: 1
Sustitución en posición 1420: p -> q | Costo: 1
Sustitución en posición 1421: e -> p | Costo: 1
Sustitución en posición 1422: j -> p | Costo: 1
Sustitución en posición 1423: d -> q | Costo: 1
Sustitución en posición 1424: o -> h | Costo: 1
Sustitución en posición 1425: e -> r | Costo: 1
Sustitución en posición 1426: j -> b | Costo: 1
Inserción en posición 1449 de x | Costo: 1
Sustitución en posición 1429: s -> q | Costo: 1
Sustitución en posición 1430: m -> q | Costo: 1
Sustitución en posición 1431: t -> l | Costo: 1
Sustitución en posición 1434: p -> l | Costo: 1
Sustitución en posición 1435: n -> r | Costo: 1
Sustitución en posición 1436: s -> u | Costo: 1
Sustitución en posición 1437: i -> y | Costo: 1
Sustitución en posición 1438: r -> f | Costo: 1
Sustitución en posición 1439: b -> i | Costo: 1
Sustitución en posición 1440: h -> m | Costo: 1
Sustitución en posición 1442: q -> o | Costo: 1
Sustitución en posición 1443: s -> b | Costo: 1
Sustitución en posición 1444: s -> w | Costo: 1
Sustitución en posición 1445: v -> b | Costo: 1
Sustitución en posición 1446: u -> o | Costo: 1
Sustitución en posición 1447: r -> i | Costo: 1
Sustitución en posición 1448: i -> f | Costo: 1
Sustitución en posición 1449: n -> q | Costo: 1
Sustitución en posición 1450: t -> a | Costo: 1
Sustitución en posición 1451: y -> u | Costo: 1
Sustitución en posición 1452: t -> g | Costo: 1
Sustitución en posición 1453: c -> q | Costo: 1
Sustitución en posición 1455: h -> x | Costo: 1
Sustitución en posición 1456: j -> t | Costo: 1
Sustitución en posición 1457: l -> t | Costo: 1
Sustitución en posición 1458: y -> r | Costo: 1
Sustitución en posición 1459: d -> s | Costo: 1
Sustitución en posición 1460: d -> l | Costo: 1
Sustitución en posición 1461: l -> k | Costo: 1
Sustitución en posición 1462: y -> f | Costo: 1
Sustitución en posición 1463: v -> e | Costo: 1
Sustitución en posición 1464: f -> e | Costo: 1
Sustitución en posición 1465: p -> t | Costo: 1
Sustitución en posición 1466: i -> v | Costo: 1
Sustitución en posición 1467: z -> b | Costo: 1
Sustitución en posición 1468: a -> r | Costo: 1
Sustitución en posición 1470: a -> j | Costo: 1
Sustitución en posición 1471: h -> f | Costo: 1
Sustitución en posición 1472: t -> r | Costo: 1
Sustitución en posición 1473: q -> x | Costo: 1
Sustitución en posición 1474: z -> j | Costo: 1
Sustitución en posición 1475: n -> p | Costo: 1
Sustitución en posición 1476: n -> y | Costo: 1
Sustitución en posición 1477: v -> z | Costo: 1
Sustitución en posición 1478: g -> z | Costo: 1
Sustitución en posición 1479: w -> e | Costo: 1
Sustitución en posición 1480: i -> q | Costo: 1
Inserción en posición 1503 de a | Costo: 1
Sustitución en posición 1482: u -> y | Costo: 1
Sustitución en posición 1483: e -> r | Costo: 1
Inserción en posición 1508 de m | Costo: 1
Sustitución en posición 1486: l -> x | Costo: 1
Sustitución en posición 1487: p -> r | Costo: 1
Sustitución en posición 1488: i -> f | Costo: 1
Inserción en posición 1513 de b | Costo: 1
Inserción en posición 1514 de m | Costo: 1
Sustitución en posición 1490: u -> o | Costo: 1
Sustitución en posición 1491: n -> h | Costo: 1
Sustitución en posición 1492: x -> f | Costo: 1
Sustitución en posición 1493: s -> l | Costo: 1
Sustitución en posición 1494: k -> i | Costo: 1
Sustitución en posición 1495: e -> w | Costo: 1
Sustitución en posición 1496: k -> p | Costo: 1
Sustitución en posición 1497: v -> s | Costo: 1
Sustitución en posición 1498: d -> e | Costo: 1
Sustitución en posición 1499: k -> i | Costo: 1
Sustitución en posición 1500: x -> r | Costo: 1
Sustitución en posición 1501: g -> p | Costo: 1
Sustitución en posición 1502: t -> y | Costo: 1
Sustitución en posición 1504: w -> o | Costo: 1
Sustitución en posición 1505: v -> x | Costo: 1
Sustitución en posición 1506: f -> y | Costo: 1
Sustitución en posición 1507: k -> g | Costo: 1
Sustitución en posición 1508: q -> x | Costo: 1
Sustitución en posición 1509: l -> y | Costo: 1
Sustitución en posición 1510: i -> e | Costo: 1
Sustitución en posición 1511: b -> q | Costo: 1
Sustitución en posición 1512: n -> c | Costo: 1
Inserción en posición 1539 de d | Costo: 1
Sustitución en posición 1514: f -> b | Costo: 1
Sustitución en posición 1515: t -> v | Costo: 1
Sustitución en posición 1516: z -> k | Costo: 1
Sustitución en posición 1517: q -> m | Costo: 1
Sustitución en posición 1518: i -> w | Costo: 1
Sustitución en posición 1519: k -> w | Costo: 1
Sustitución en posición 1521: e -> d | Costo: 1
Sustitución en posición 1522: x -> c | Costo: 1
Sustitución en posición 1523: b -> q | Costo: 1
Sustitución en posición 1524: w -> o | Costo: 1
Sustitución en posición 1525: k -> a | Costo: 1
Eliminación en posición 1527 de i | Costo: 1
Sustitución en posición 1528: f -> g | Costo: 1
Sustitución en posición 1529: l -> e | Costo: 1
Sustitución en posición 1530: u -> o | Costo: 1
Sustitución en posición 1531: e -> z | Costo: 1
Sustitución en posición 1532: r -> t | Costo: 1
Sustitución en posición 1534: w -> r | Costo: 1
Sustitución en posición 1535: p -> k | Costo: 1
Sustitución en posición 1536: j -> l | Costo: 1
Sustitución en posición 1537: b -> p | Costo: 1
Sustitución en posición 1538: b -> q | Costo: 1
Sustitución en posición 1539: b -> k | Costo: 1
Sustitución en posición 1541: j -> x | Costo: 1
Sustitución en posición 1542: c -> d | Costo: 1
Sustitución en posición 1543: d -> q | Costo: 1
Sustitución en posición 1544: n -> b | Costo: 1
Sustitución en posición 1545: h -> g | Costo: 1
Sustitución en posición 1546: y -> s | Costo: 1
Sustitución en posición 1547: p -> w | Costo: 1
Sustitución en posición 1548: a -> q | Costo: 1
Sustitución en posición 1550: b -> u | Costo: 1
Sustitución en posición 1551: e -> o | Costo: 1
Inserción en posición 1578 de x | Costo: 1
Sustitución en posición 1553: y -> q | Costo: 1
Sustitución en posición 1554: g -> a | Costo: 1
Sustitución en posición 1555: j -> l | Costo: 1
Sustitución en posición 1556: k -> r | Costo: 1
Sustitución en posición 1557: n -> i | Costo: 1
Sustitución en posición 1559: p -> x | Costo: 1
Sustitución en posición 1561: o -> v | Costo: 1
Inserción en posición 1589 de m | Costo: 1
Sustitución en posición 1563: p -> m | Costo: 1
Sustitución en posición 1564: c -> d | Costo: 1
Sustitución en posición 1565: r -> z | Costo: 1
Sustitución en posición 1566: h -> c | Costo: 1
Sustitución en posición 1567: n -> v | Costo: 1
Sustitución en posición 1568: s -> m | Costo: 1
Sustitución en posición 1569: i -> s | Costo: 1
Sustitución en posición 1570: q -> s | Costo: 1
Sustitución en posición 1571: j -> p | Costo: 1
Sustitución en posición 1572: u -> k | Costo: 1
Sustitución en posición 1574: o -> v | Costo: 1
Sustitución en posición 1575: h -> e | Costo: 1
Sustitución en posición 1576: c -> p | Costo: 1
Inserción en posición 1605 de k | Costo: 1
Sustitución en posición 1578: y -> j | Costo: 1
Sustitución en posición 1579: e -> b | Costo: 1
Inserción en posición 1609 de j | Costo: 1
Sustitución en posición 1581: z -> u | Costo: 1
Sustitución en posición 1582: j -> x | Costo: 1
Sustitución en posición 1583: i -> w | Costo: 1
Sustitución en posición 1584: a -> n | Costo: 1
Sustitución en posición 1585: r -> h | Costo: 1
Sustitución en posición 1586: t -> s | Costo: 1
Inserción en posición 1617 de f | Costo: 1
Inserción en posición 1618 de n | Costo: 1
Inserción en posición 1619 de d | Costo: 1
Inserción en posición 1620 de t | Costo: 1
Sustitución en posición 1588: e -> z | Costo: 1
Sustitución en posición 1589: m -> i | Costo: 1
Sustitución en posición 1590: a -> t | Costo: 1
Sustitución en posición 1592: a -> g | Costo: 1
Sustitución en posición 1593: v -> h | Costo: 1
Sustitución en posición 1594: u -> x | Costo: 1
Sustitución en posición 1595: e -> y | Costo: 1
Sustitución en posición 1596: n -> w | Costo: 1
Sustitución en posición 1597: b -> i | Costo: 1
Sustitución en posición 1598: t -> u | Costo: 1
Sustitución en posición 1599: h -> t | Costo: 1
Eliminación en posición 1601 de k | Costo: 1
Sustitución en posición 1602: s -> l | Costo: 1
Sustitución en posición 1603: g -> i | Costo: 1
Sustitución en posición 1604: f -> z | Costo: 1
Sustitución en posición 1605: j -> v | Costo: 1
Sustitución en posición 1606: p -> l | Costo: 1
Sustitución en posición 1607: j -> w | Costo: 1
Sustitución en posición 1608: w -> g | Costo: 1
Sustitución en posición 1609: o -> f | Costo: 1
Sustitución en posición 1610: o -> v | Costo: 1
Sustitución en posición 1611: t -> e | Costo: 1
Sustitución en posición 1612: n -> s | Costo: 1
Sustitución en posición 1613: z -> d | Costo: 1
Sustitución en posición 1614: b -> w | Costo: 1
Sustitución en posición 1615: n -> d | Costo: 1
Sustitución en posición 1616: q -> k | Costo: 1
Sustitución en posición 1617: u -> l | Costo: 1
Sustitución en posición 1618: a -> i | Costo: 1
Sustitución en posición 1619: u -> e | Costo: 1
Sustitución en posición 1620: j -> n | Costo: 1
Sustitución en posición 1621: c -> t | Costo: 1
Sustitución en posición 1623: j -> s | Costo: 1
Sustitución en posición 1624: x -> z | Costo: 1
Sustitución en posición 1625: u -> g | Costo: 1
Eliminación en posición 1627 de m | Costo: 1
Sustitución en posición 1628: v -> z | Costo: 1
Sustitución en posición 1629: l -> c | Costo: 1
Sustitución en posición 1630: u -> a | Costo: 1
Sustitución en posición 1631: j -> t | Costo: 1
Eliminación en posición 1634 de p | Costo: 1
Sustitución en posición 1635: c -> f | Costo: 1
Sustitución en posición 1636: x -> f | Costo: 1
Sustitución en posición 1637: f -> p | Costo: 1
Sustitución en posición 1638: o -> c | Costo: 1
Sustitución en posición 1639: t -> q | Costo: 1
Sustitución en posición 1640: t -> n | Costo: 1
Sustitución en posición 1641: e -> k | Costo: 1
Sustitución en posición 1642: p -> w | Costo: 1
Sustitución en posición 1643: i -> j | Costo: 1
Sustitución en posición 1644: d -> o | Costo: 1
Sustitución en posición 1646: y -> o | Costo: 1
Transposición en posiciones 1647 y 1648: v <-> n | Costo: 1
Eliminación en posición 1650 de r | Costo: 1
Eliminación en posición 1651 de w | Costo: 1
Eliminación en posición 1653 de r | Costo: 1
Sustitución en posición 1654: h -> g | Costo: 1
Sustitución en posición 1655: z -> c | Costo: 1
Sustitución en posición 1656: l -> n | Costo: 1
Sustitución en posición 1657: x -> b | Costo: 1
Sustitución en posición 1658: m -> b | Costo: 1
Sustitución en posición 1659: i -> g | Costo: 1
Sustitución en posición 1660: l -> a | Costo: 1
Sustitución en posición 1661: i -> j | Costo: 1
Sustitución en posición 1662: s -> y | Costo: 1
Sustitución en posición 1663: i -> b | Costo: 1
Sustitución en posición 1664: w -> n | Costo: 1
Sustitución en posición 1665: j -> y | Costo: 1
Sustitución en posición 1666: n -> x | Costo: 1
Sustitución en posición 1667: w -> k | Costo: 1
Sustitución en posición 1669: b -> e | Costo: 1
Sustitución en posición 1671: j -> e | Costo: 1
Sustitución en posición 1672: f -> g | Costo: 1
Inserción en posición 1701 de r | Costo: 1
Inserción en posición 1702 de s | Costo: 1
Inserción en posición 1703 de e | Costo: 1
Inserción en posición 1704 de a | Costo: 1
Inserción en posición 1705 de i | Costo: 1
Sustitución en posición 1675: k -> q | Costo: 1
Inserción en posición 1710 de p | Costo: 1
Inserción en posición 1711 de y | Costo: 1
Sustitución en posición 1678: f -> y | Costo: 1
Sustitución en posición 1679: k -> r | Costo: 1
Sustitución en posición 1680: s -> n | Costo: 1
Sustitución en posición 1681: w -> z | Costo: 1
Sustitución en posición 1682: i -> v | Costo: 1
Sustitución en posición 1683: u -> t | Costo: 1
Sustitución en posición 1684: p -> b | Costo: 1
Sustitución en posición 1685: p -> g | Costo: 1
Sustitución en posición 1687: a -> c | Costo: 1
Sustitución en posición 1688: p -> u | Costo: 1
Sustitución en posición 1689: h -> t | Costo: 1
Sustitución en posición 1690: l -> b | Costo: 1
Sustitución en posición 1691: a -> e | Costo: 1
Sustitución en posición 1692: p -> i | Costo: 1
Sustitución en posición 1694: k -> u | Costo: 1
Sustitución en posición 1696: o -> n | Costo: 1
Sustitución en posición 1697: x -> c | Costo: 1
Sustitución en posición 1698: k -> f | Costo: 1
Sustitución en posición 1700: y -> i | Costo: 1
Sustitución en posición 1701: b -> i | Costo: 1
Inserción en posición 1737 de e | Costo: 1
Inserción en posición 1738 de y | Costo: 1
Inserción en posición 1739 de l | Costo: 1
Sustitución en posición 1703: d -> w | Costo: 1
Sustitución en posición 1704: i -> n | Costo: 1
Sustitución en posición 1705: k -> l | Costo: 1
Sustitución en posición 1706: p -> u | Costo: 1
Inserción en posición 1745 de z | Costo: 1
Sustitución en posición 1708: c -> v | Costo: 1
Sustitución en posición 1709: w -> e | Costo: 1
Sustitución en posición 1710: t -> u | Costo: 1
Inserción en posición 1750 de k | Costo: 1
Sustitución en posición 1712: t -> o | Costo: 1
Inserción en posición 1753 de e | Costo: 1
Sustitución en posición 1714: q -> j | Costo: 1
Sustitución en posición 1715: k -> e | Costo: 1
Sustitución en posición 1716: s -> l | Costo: 1
Sustitución en posición 1717: m -> r | Costo: 1
Sustitución en posición 1718: n -> k | Costo: 1
Sustitución en posición 1719: h -> f | Costo: 1
Sustitución en posición 1720: t -> f | Costo: 1
Sustitución en posición 1721: y -> x | Costo: 1
Sustitución en posición 1723: j -> n | Costo: 1
Sustitución en posición 1725: u -> r | Costo: 1
Sustitución en posición 1726: z -> x | Costo: 1
Sustitución en posición 1728: r -> x | Costo: 1
Sustitución en posición 1729: j -> v | Costo: 1
Sustitución en posición 1730: y -> g | Costo: 1
Sustitución en posición 1731: s -> u | Costo: 1
Sustitución en posición 1732: k -> l | Costo: 1
Sustitución en posición 1733: p -> u | Costo: 1
Sustitución en posición 1734: x -> q | Costo: 1
Eliminación en posición 1736 de b | Costo: 1
Sustitución en posición 1737: n -> t | Costo: 1
Sustitución en posición 1738: b -> o | Costo: 1
Sustitución en posición 1739: g -> a | Costo: 1
Sustitución en posición 1740: j -> p | Costo: 1
Sustitución en posición 1741: u -> m | Costo: 1
Sustitución en posición 1742: c -> k | Costo: 1
Sustitución en posición 1743: e -> f | Costo: 1
Sustitución en posición 1744: x -> p | Costo: 1
Sustitución en posición 1745: v -> r | Costo: 1
Eliminación en posición 1747 de q | Costo: 1
Sustitución en posición 1748: h -> u | Costo: 1
Eliminación en posición 1750 de z | Costo: 1
Sustitución en posición 1751: a -> i | Costo: 1
Sustitución en posición 1752: c -> e | Costo: 1
Sustitución en posición 1754: l -> o | Costo: 1
Sustitución en posición 1755: h -> d | Costo: 1
Sustitución en posición 1756: f -> u | Costo: 1
Sustitución en posición 1757: k -> d | Costo: 1
Sustitución en posición 1758: c -> i | Costo: 1
Sustitución en posición 1759: y -> n | Costo: 1
Sustitución en posición 1760: v -> a | Costo: 1
Sustitución en posición 1762: q -> k | Costo: 1
Sustitución en posición 1763: i -> x | Costo: 1
Sustitución en posición 1764: u -> m | Costo: 1
Sustitución en posición 1765: q -> g | Costo: 1
Sustitución en posición 1766: c -> k | Costo: 1
Sustitución en posición 1767: v -> g | Costo: 1
Sustitución en posición 1768: d -> z | Costo: 1
Sustitución en posición 1769: g -> e | Costo: 1
Inserción en posición 1808 de n | Costo: 1
Sustitución en posición 1771: o -> e | Costo: 1
Sustitución en posición 1772: c -> q | Costo: 1
Sustitución en posición 1773: e -> z | Costo: 1
Sustitución en posición 1774: t -> r | Costo: 1
Sustitución en posición 1775: a -> w | Costo: 1
Sustitución en posición 1776: z -> p | Costo: 1
Sustitución en posición 1778: q -> n | Costo: 1
Sustitución en posición 1779: i -> j | Costo: 1
Inserción en posición 1819 de v | Costo: 1
Sustitución en posición 1782: i -> x | Costo: 1
Sustitución en posición 1783: q -> l | Costo: 1
Sustitución en posición 1784: a -> s | Costo: 1
Sustitución en posición 1785: u -> r | Costo: 1
Sustitución en posición 1786: z -> o | Costo: 1
Sustitución en posición 1787: h -> d | Costo: 1
Sustitución en posición 1789: b -> q | Costo: 1
Inserción en posición 1830 de q | Costo: 1
Sustitución en posición 1791: c -> q | Costo: 1
Sustitución en posición 1792: e -> u | Costo: 1
Sustitución en posición 1793: y -> z | Costo: 1
Sustitución en posición 1794: m -> a | Costo: 1
Inserción en posición 1836 de y | Costo: 1
Sustitución en posición 1796: o -> h | Costo: 1
